LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SVK,CGEXP,ENVPROT,PC,A,2016,1.15,
SVK,CGEXP,PUBORD,PC,A,2007,7.69,
SVK,CGEXP,PUBORD,PC,A,2008,7.82,
SVK,CGEXP,PUBORD,PC,A,2009,7.46,
SVK,CGEXP,PUBORD,PC,A,2010,7.53,
SVK,CGEXP,PUBORD,PC,A,2011,7.79,
SVK,CGEXP,PUBORD,PC,A,2012,7.63,
SVK,CGEXP,PUBORD,PC,A,2013,8.05,
SVK,CGEXP,PUBORD,PC,A,2014,8.14,
SVK,CGEXP,PUBORD,PC,A,2015,7.77,
SVK,CGEXP,PUBORD,PC,A,2016,8.6,
ESP,CGEXP,ECOAFF,PC,A,2007,9.98,
ESP,CGEXP,ECOAFF,PC,A,2008,9.93,
ESP,CGEXP,ECOAFF,PC,A,2009,8.09,
ESP,CGEXP,ECOAFF,PC,A,2010,8.23,
ESP,CGEXP,ECOAFF,PC,A,2011,9.9,
ESP,CGEXP,ECOAFF,PC,A,2012,19.5,
ESP,CGEXP,ECOAFF,PC,A,2013,8.42,
ESP,CGEXP,ECOAFF,PC,A,2014,7.97,
ESP,CGEXP,ECOAFF,PC,A,2015,8.16,
ESP,CGEXP,ECOAFF,PC,A,2016,7.76,P
ESP,CGEXP,RECULTREL,PC,A,2007,1.68,
ESP,CGEXP,RECULTREL,PC,A,2008,1.73,
ESP,CGEXP,RECULTREL,PC,A,2009,1.3,
ESP,CGEXP,RECULTREL,PC,A,2010,1.38,
ESP,CGEXP,RECULTREL,PC,A,2011,1.4,
ESP,CGEXP,RECULTREL,PC,A,2012,0.9,
ESP,CGEXP,RECULTREL,PC,A,2013,0.96,
ESP,CGEXP,RECULTREL,PC,A,2014,0.97,
ESP,CGEXP,RECULTREL,PC,A,2015,0.96,
ESP,CGEXP,RECULTREL,PC,A,2016,1,P
SWE,CGEXP,EDU,PC,A,2007,5.56,
SWE,CGEXP,EDU,PC,A,2008,5.73,
SWE,CGEXP,EDU,PC,A,2009,5.91,
SWE,CGEXP,EDU,PC,A,2010,5.7,
SWE,CGEXP,EDU,PC,A,2011,5.86,
SWE,CGEXP,EDU,PC,A,2012,5.64,
SWE,CGEXP,EDU,PC,A,2013,5.69,
SWE,CGEXP,EDU,PC,A,2014,5.66,
SWE,CGEXP,EDU,PC,A,2015,5.8,
SWE,CGEXP,EDU,PC,A,2016,6.12,
EST,CGEXP,EDU,PC,A,2007,8.33,
EST,CGEXP,EDU,PC,A,2008,8.05,
EST,CGEXP,EDU,PC,A,2009,8.2,
EST,CGEXP,EDU,PC,A,2010,8.4,
EST,CGEXP,EDU,PC,A,2011,9.1,
EST,CGEXP,EDU,PC,A,2012,9.14,
EST,CGEXP,EDU,PC,A,2013,7.96,
EST,CGEXP,EDU,PC,A,2014,7.5,
EST,CGEXP,EDU,PC,A,2015,7.44,
EST,CGEXP,EDU,PC,A,2016,6.84,
DNK,CGEXP,ENVPROT,PC,A,2007,0.89,
DNK,CGEXP,ENVPROT,PC,A,2008,0.64,
DNK,CGEXP,ENVPROT,PC,A,2009,0.51,
DNK,CGEXP,ENVPROT,PC,A,2010,0.45,
DNK,CGEXP,ENVPROT,PC,A,2011,0.43,
DNK,CGEXP,ENVPROT,PC,A,2012,0.43,
DNK,CGEXP,ENVPROT,PC,A,2013,0.58,
DNK,CGEXP,ENVPROT,PC,A,2014,0.55,
DNK,CGEXP,ENVPROT,PC,A,2015,0.49,
DNK,CGEXP,ENVPROT,PC,A,2016,0.5,
FIN,CGEXP,SOCPROT,PC,A,2007,26.75,
FIN,CGEXP,SOCPROT,PC,A,2008,26.16,
FIN,CGEXP,SOCPROT,PC,A,2009,27.23,
FIN,CGEXP,SOCPROT,PC,A,2010,28.48,
FIN,CGEXP,SOCPROT,PC,A,2011,27.63,
FIN,CGEXP,SOCPROT,PC,A,2012,28.44,
FIN,CGEXP,SOCPROT,PC,A,2013,28.86,
FIN,CGEXP,SOCPROT,PC,A,2014,29.49,
FIN,CGEXP,SOCPROT,PC,A,2015,29.89,
FIN,CGEXP,SOCPROT,PC,A,2016,30.87,
FRA,CGEXP,EDU,PC,A,2007,17.11,
FRA,CGEXP,EDU,PC,A,2008,16.69,
FRA,CGEXP,EDU,PC,A,2009,16.76,
FRA,CGEXP,EDU,PC,A,2010,15.95,
FRA,CGEXP,EDU,PC,A,2011,16.72,
FRA,CGEXP,EDU,PC,A,2012,16.65,
FRA,CGEXP,EDU,PC,A,2013,16.68,
FRA,CGEXP,EDU,PC,A,2014,16.69,
FRA,CGEXP,EDU,PC,A,2015,16.71,P
FRA,CGEXP,EDU,PC,A,2016,16.74,P
DEU,CGEXP,ENVPROT,PC,A,2007,0.6,
DEU,CGEXP,ENVPROT,PC,A,2008,0.65,
DEU,CGEXP,ENVPROT,PC,A,2009,1.98,
DEU,CGEXP,ENVPROT,PC,A,2010,1.07,
DEU,CGEXP,ENVPROT,PC,A,2011,1.13,
DEU,CGEXP,ENVPROT,PC,A,2012,1.35,
DEU,CGEXP,ENVPROT,PC,A,2013,1.4,
DEU,CGEXP,ENVPROT,PC,A,2014,1.49,
DEU,CGEXP,ENVPROT,PC,A,2015,1.5,
DEU,CGEXP,ENVPROT,PC,A,2016,1.61,
GRC,CGEXP,ECOAFF,PC,A,2007,8.86,
GRC,CGEXP,ECOAFF,PC,A,2008,11.67,
GRC,CGEXP,ECOAFF,PC,A,2009,10.08,
GRC,CGEXP,ECOAFF,PC,A,2010,8.24,
GRC,CGEXP,ECOAFF,PC,A,2011,7.9,
GRC,CGEXP,ECOAFF,PC,A,2012,14.62,
GRC,CGEXP,ECOAFF,PC,A,2013,30.12,
GRC,CGEXP,ECOAFF,PC,A,2014,7.6,
GRC,CGEXP,ECOAFF,PC,A,2015,14.72,
GRC,CGEXP,ECOAFF,PC,A,2016,7.25,
GRC,CGEXP,RECULTREL,PC,A,2007,1.42,
GRC,CGEXP,RECULTREL,PC,A,2008,1.47,
GRC,CGEXP,RECULTREL,PC,A,2009,1.24,
GRC,CGEXP,RECULTREL,PC,A,2010,1.1,
GRC,CGEXP,RECULTREL,PC,A,2011,1.03,
GRC,CGEXP,RECULTREL,PC,A,2012,0.97,
GRC,CGEXP,RECULTREL,PC,A,2013,0.71,
GRC,CGEXP,RECULTREL,PC,A,2014,0.84,
GRC,CGEXP,RECULTREL,PC,A,2015,0.81,
GRC,CGEXP,RECULTREL,PC,A,2016,0.95,
HUN,CGEXP,EDU,PC,A,2007,11.71,
HUN,CGEXP,EDU,PC,A,2008,11.11,
HUN,CGEXP,EDU,PC,A,2009,11.18,
HUN,CGEXP,EDU,PC,A,2010,10.61,
HUN,CGEXP,EDU,PC,A,2011,9.78,
HUN,CGEXP,EDU,PC,A,2012,9.62,
HUN,CGEXP,EDU,PC,A,2013,10.88,
HUN,CGEXP,EDU,PC,A,2014,12.27,
HUN,CGEXP,EDU,PC,A,2015,12.98,
HUN,CGEXP,EDU,PC,A,2016,13.26,
IRL,CGEXP,ECOAFF,PC,A,2007,9.09,
IRL,CGEXP,ECOAFF,PC,A,2008,12.28,
IRL,CGEXP,ECOAFF,PC,A,2009,13.41,
IRL,CGEXP,ECOAFF,PC,A,2010,39.14,
IRL,CGEXP,ECOAFF,PC,A,2011,15.79,
IRL,CGEXP,ECOAFF,PC,A,2012,6.39,
IRL,CGEXP,ECOAFF,PC,A,2013,7.36,
IRL,CGEXP,ECOAFF,PC,A,2014,7.51,
IRL,CGEXP,ECOAFF,PC,A,2015,10.93,
IRL,CGEXP,ECOAFF,PC,A,2016,8.37,
IRL,CGEXP,RECULTREL,PC,A,2007,1.2,
IRL,CGEXP,RECULTREL,PC,A,2008,1.21,
IRL,CGEXP,RECULTREL,PC,A,2009,1.43,
IRL,CGEXP,RECULTREL,PC,A,2010,0.97,
IRL,CGEXP,RECULTREL,PC,A,2011,1.33,
IRL,CGEXP,RECULTREL,PC,A,2012,1.41,
IRL,CGEXP,RECULTREL,PC,A,2013,1.49,
IRL,CGEXP,RECULTREL,PC,A,2014,1.5,
IRL,CGEXP,RECULTREL,PC,A,2015,1.47,
IRL,CGEXP,RECULTREL,PC,A,2016,1.61,
ITA,CGEXP,EDU,PC,A,2007,13.49,
ITA,CGEXP,EDU,PC,A,2008,12.89,
ITA,CGEXP,EDU,PC,A,2009,12.13,
ITA,CGEXP,EDU,PC,A,2010,11.95,
ITA,CGEXP,EDU,PC,A,2011,11.38,
ITA,CGEXP,EDU,PC,A,2012,11.24,
ITA,CGEXP,EDU,PC,A,2013,11.26,
ITA,CGEXP,EDU,PC,A,2014,12.12,
ITA,CGEXP,EDU,PC,A,2015,11.93,
ITA,CGEXP,EDU,PC,A,2016,11.82,
NLD,CGEXP,RECULTREL,PC,A,2007,1.23,
NLD,CGEXP,RECULTREL,PC,A,2008,1.46,
NLD,CGEXP,RECULTREL,PC,A,2009,1.28,
NLD,CGEXP,RECULTREL,PC,A,2010,1.25,
NLD,CGEXP,RECULTREL,PC,A,2011,1.2,
NLD,CGEXP,RECULTREL,PC,A,2012,1.26,
NLD,CGEXP,RECULTREL,PC,A,2013,1.1,
NLD,CGEXP,RECULTREL,PC,A,2014,1.13,
NLD,CGEXP,RECULTREL,PC,A,2015,1.09,
NLD,CGEXP,RECULTREL,PC,A,2016,1.16,P
PRT,CGEXP,GRALPUBSER,PC,A,2007,31.4,
PRT,CGEXP,GRALPUBSER,PC,A,2008,29.24,
PRT,CGEXP,GRALPUBSER,PC,A,2009,30.48,
PRT,CGEXP,GRALPUBSER,PC,A,2010,30.62,
PRT,CGEXP,GRALPUBSER,PC,A,2011,34.52,
PRT,CGEXP,GRALPUBSER,PC,A,2012,39.1,
PRT,CGEXP,GRALPUBSER,PC,A,2013,39.25,
PRT,CGEXP,GRALPUBSER,PC,A,2014,35.1,E
PRT,CGEXP,GRALPUBSER,PC,A,2015,36.4,E
PRT,CGEXP,GRALPUBSER,PC,A,2016,38.15,E
SVK,CGEXP,HEALTH,PC,A,2007,6.29,
SVK,CGEXP,HEALTH,PC,A,2008,6.19,
SVK,CGEXP,HEALTH,PC,A,2009,6.01,
SVK,CGEXP,HEALTH,PC,A,2010,6.04,
SVK,CGEXP,HEALTH,PC,A,2011,6.26,
SVK,CGEXP,HEALTH,PC,A,2012,6.11,
SVK,CGEXP,HEALTH,PC,A,2013,6.36,
SVK,CGEXP,HEALTH,PC,A,2014,6.42,
SVK,CGEXP,HEALTH,PC,A,2015,5.96,
SVK,CGEXP,HEALTH,PC,A,2016,6.86,
SVK,CGEXP,HOUCOMM,PC,A,2007,0.44,
SVK,CGEXP,HOUCOMM,PC,A,2008,0.49,
SVK,CGEXP,HOUCOMM,PC,A,2009,0.65,
SVK,CGEXP,HOUCOMM,PC,A,2010,0.5,
SVK,CGEXP,HOUCOMM,PC,A,2011,0.52,
SVK,CGEXP,HOUCOMM,PC,A,2012,0.38,
SVK,CGEXP,HOUCOMM,PC,A,2013,0.32,
SVK,CGEXP,HOUCOMM,PC,A,2014,0.31,
SVK,CGEXP,HOUCOMM,PC,A,2015,0.51,
SVK,CGEXP,HOUCOMM,PC,A,2016,0.38,
SWE,CGEXP,GRALPUBSER,PC,A,2007,29.48,
SWE,CGEXP,GRALPUBSER,PC,A,2008,29.39,
SWE,CGEXP,GRALPUBSER,PC,A,2009,28.91,
SWE,CGEXP,GRALPUBSER,PC,A,2010,31.42,
SWE,CGEXP,GRALPUBSER,PC,A,2011,32.27,
SWE,CGEXP,GRALPUBSER,PC,A,2012,31.67,
SWE,CGEXP,GRALPUBSER,PC,A,2013,32.14,
SWE,CGEXP,GRALPUBSER,PC,A,2014,32.94,
SWE,CGEXP,GRALPUBSER,PC,A,2015,32.6,
SWE,CGEXP,GRALPUBSER,PC,A,2016,29.96,
GBR,CGEXP,GRALPUBSER,PC,A,2007,16.24,
GBR,CGEXP,GRALPUBSER,PC,A,2008,14.98,
GBR,CGEXP,GRALPUBSER,PC,A,2009,11.31,
GBR,CGEXP,GRALPUBSER,PC,A,2010,13.38,
GBR,CGEXP,GRALPUBSER,PC,A,2011,14.42,
GBR,CGEXP,GRALPUBSER,PC,A,2012,13.21,
GBR,CGEXP,GRALPUBSER,PC,A,2013,13.87,
GBR,CGEXP,GRALPUBSER,PC,A,2014,13.2,
GBR,CGEXP,GRALPUBSER,PC,A,2015,12.24,
GBR,CGEXP,GRALPUBSER,PC,A,2016,12.48,
EST,CGEXP,GRALPUBSER,PC,A,2007,29.09,
EST,CGEXP,GRALPUBSER,PC,A,2008,26.04,
EST,CGEXP,GRALPUBSER,PC,A,2009,24.75,
EST,CGEXP,GRALPUBSER,PC,A,2010,25.04,
EST,CGEXP,GRALPUBSER,PC,A,2011,26.03,
EST,CGEXP,GRALPUBSER,PC,A,2012,25.96,
EST,CGEXP,GRALPUBSER,PC,A,2013,27.47,
EST,CGEXP,GRALPUBSER,PC,A,2014,26.92,
EST,CGEXP,GRALPUBSER,PC,A,2015,27.46,
EST,CGEXP,GRALPUBSER,PC,A,2016,27.46,
SVN,CGEXP,EDU,PC,A,2007,18,
SVN,CGEXP,EDU,PC,A,2008,17.7,
SVN,CGEXP,EDU,PC,A,2009,18.52,
SVN,CGEXP,EDU,PC,A,2010,16.63,
SVN,CGEXP,EDU,PC,A,2011,15.25,
SVN,CGEXP,EDU,PC,A,2012,16.13,
SVN,CGEXP,EDU,PC,A,2013,11.65,
SVN,CGEXP,EDU,PC,A,2014,13.46,
SVN,CGEXP,EDU,PC,A,2015,13.49,
SVN,CGEXP,EDU,PC,A,2016,15.39,
AUT,CGEXP,EDU,PC,A,2007,9.91,
AUT,CGEXP,EDU,PC,A,2008,9.9,
AUT,CGEXP,EDU,PC,A,2009,9.51,
AUT,CGEXP,EDU,PC,A,2010,9.89,
AUT,CGEXP,EDU,PC,A,2011,9.93,
AUT,CGEXP,EDU,PC,A,2012,9.92,
AUT,CGEXP,EDU,PC,A,2013,9.8,
AUT,CGEXP,EDU,PC,A,2014,9.35,
AUT,CGEXP,EDU,PC,A,2015,9.69,
AUT,CGEXP,EDU,PC,A,2016,9.87,
BEL,CGEXP,DEF,PC,A,2007,3.73,
BEL,CGEXP,DEF,PC,A,2008,3.74,
BEL,CGEXP,DEF,PC,A,2009,3.43,
BEL,CGEXP,DEF,PC,A,2010,3.31,
BEL,CGEXP,DEF,PC,A,2011,3.09,
BEL,CGEXP,DEF,PC,A,2012,2.95,
BEL,CGEXP,DEF,PC,A,2013,3.02,
BEL,CGEXP,DEF,PC,A,2014,2.88,
BEL,CGEXP,DEF,PC,A,2015,3.05,
BEL,CGEXP,DEF,PC,A,2016,2.98,
BEL,CGEXP,ENVPROT,PC,A,2007,0.17,
BEL,CGEXP,ENVPROT,PC,A,2008,0.25,
BEL,CGEXP,ENVPROT,PC,A,2009,0.27,
BEL,CGEXP,ENVPROT,PC,A,2010,0.82,
BEL,CGEXP,ENVPROT,PC,A,2011,1.36,
BEL,CGEXP,ENVPROT,PC,A,2012,1.3,
BEL,CGEXP,ENVPROT,PC,A,2013,1.06,
BEL,CGEXP,ENVPROT,PC,A,2014,0.66,
BEL,CGEXP,ENVPROT,PC,A,2015,0.41,
BEL,CGEXP,ENVPROT,PC,A,2016,0.32,
BEL,CGEXP,HOUCOMM,PC,A,2007,0,
BEL,CGEXP,HOUCOMM,PC,A,2008,0,
BEL,CGEXP,HOUCOMM,PC,A,2009,0,
BEL,CGEXP,HOUCOMM,PC,A,2010,0,
BEL,CGEXP,HOUCOMM,PC,A,2011,0,
BEL,CGEXP,HOUCOMM,PC,A,2012,0,
BEL,CGEXP,HOUCOMM,PC,A,2013,0,
BEL,CGEXP,HOUCOMM,PC,A,2014,0,
BEL,CGEXP,HOUCOMM,PC,A,2015,0,
BEL,CGEXP,HOUCOMM,PC,A,2016,0,
BEL,CGEXP,PUBORD,PC,A,2007,3.88,
BEL,CGEXP,PUBORD,PC,A,2008,4.11,
BEL,CGEXP,PUBORD,PC,A,2009,4.02,
BEL,CGEXP,PUBORD,PC,A,2010,3.81,
BEL,CGEXP,PUBORD,PC,A,2011,3.63,
BEL,CGEXP,PUBORD,PC,A,2012,3.62,
BEL,CGEXP,PUBORD,PC,A,2013,3.74,
BEL,CGEXP,PUBORD,PC,A,2014,3.78,
BEL,CGEXP,PUBORD,PC,A,2015,3.96,
BEL,CGEXP,PUBORD,PC,A,2016,4.04,
CZE,CGEXP,EDU,PC,A,2007,12.3,
CZE,CGEXP,EDU,PC,A,2008,12.3,
CZE,CGEXP,EDU,PC,A,2009,12.17,
CZE,CGEXP,EDU,PC,A,2010,12.16,
CZE,CGEXP,EDU,PC,A,2011,12.01,
CZE,CGEXP,EDU,PC,A,2012,11.98,
CZE,CGEXP,EDU,PC,A,2013,13.12,
CZE,CGEXP,EDU,PC,A,2014,12.94,
CZE,CGEXP,EDU,PC,A,2015,12.43,
CZE,CGEXP,EDU,PC,A,2016,12.29,
DNK,CGEXP,DEF,PC,A,2007,3.9,
DNK,CGEXP,DEF,PC,A,2008,3.81,
DNK,CGEXP,DEF,PC,A,2009,3.27,
DNK,CGEXP,DEF,PC,A,2010,3.16,
DNK,CGEXP,DEF,PC,A,2011,3.14,
DNK,CGEXP,DEF,PC,A,2012,3.16,
DNK,CGEXP,DEF,PC,A,2013,3.1,
DNK,CGEXP,DEF,PC,A,2014,2.71,
DNK,CGEXP,DEF,PC,A,2015,2.7,
DNK,CGEXP,DEF,PC,A,2016,2.83,
DNK,CGEXP,HEALTH,PC,A,2007,0.78,
DNK,CGEXP,HEALTH,PC,A,2008,0.81,
DNK,CGEXP,HEALTH,PC,A,2009,0.81,
DNK,CGEXP,HEALTH,PC,A,2010,11.29,
DNK,CGEXP,HEALTH,PC,A,2011,11.25,
DNK,CGEXP,HEALTH,PC,A,2012,11.04,
DNK,CGEXP,HEALTH,PC,A,2013,11.37,
DNK,CGEXP,HEALTH,PC,A,2014,11.32,
DNK,CGEXP,HEALTH,PC,A,2015,11.82,
DNK,CGEXP,HEALTH,PC,A,2016,12.13,
DNK,CGEXP,HOUCOMM,PC,A,2007,0.87,
DNK,CGEXP,HOUCOMM,PC,A,2008,0.65,
DNK,CGEXP,HOUCOMM,PC,A,2009,0.84,
DNK,CGEXP,HOUCOMM,PC,A,2010,0.57,
DNK,CGEXP,HOUCOMM,PC,A,2011,0.45,
DNK,CGEXP,HOUCOMM,PC,A,2012,0.4,
DNK,CGEXP,HOUCOMM,PC,A,2013,0.4,
DNK,CGEXP,HOUCOMM,PC,A,2014,0.34,
DNK,CGEXP,HOUCOMM,PC,A,2015,0.56,
DNK,CGEXP,HOUCOMM,PC,A,2016,0.43,
DNK,CGEXP,PUBORD,PC,A,2007,2.29,
DNK,CGEXP,PUBORD,PC,A,2008,2.4,
DNK,CGEXP,PUBORD,PC,A,2009,2.34,
DNK,CGEXP,PUBORD,PC,A,2010,2.23,
DNK,CGEXP,PUBORD,PC,A,2011,2.27,
DNK,CGEXP,PUBORD,PC,A,2012,2.1,
DNK,CGEXP,PUBORD,PC,A,2013,2.2,
DNK,CGEXP,PUBORD,PC,A,2014,2.21,
DNK,CGEXP,PUBORD,PC,A,2015,2.18,
DNK,CGEXP,PUBORD,PC,A,2016,2.34,
FIN,CGEXP,ECOAFF,PC,A,2007,13.69,
FIN,CGEXP,ECOAFF,PC,A,2008,13.52,
FIN,CGEXP,ECOAFF,PC,A,2009,13.24,
FIN,CGEXP,ECOAFF,PC,A,2010,12.92,
FIN,CGEXP,ECOAFF,PC,A,2011,12.59,
FIN,CGEXP,ECOAFF,PC,A,2012,12.34,
FIN,CGEXP,ECOAFF,PC,A,2013,11.92,
FIN,CGEXP,ECOAFF,PC,A,2014,11.92,
FIN,CGEXP,ECOAFF,PC,A,2015,11.88,
FIN,CGEXP,ECOAFF,PC,A,2016,11.74,
FIN,CGEXP,RECULTREL,PC,A,2007,1.63,
FIN,CGEXP,RECULTREL,PC,A,2008,1.66,
FIN,CGEXP,RECULTREL,PC,A,2009,1.7,
FIN,CGEXP,RECULTREL,PC,A,2010,1.75,
FIN,CGEXP,RECULTREL,PC,A,2011,1.76,
FIN,CGEXP,RECULTREL,PC,A,2012,1.58,
FIN,CGEXP,RECULTREL,PC,A,2013,2.55,
FIN,CGEXP,RECULTREL,PC,A,2014,2.68,
FIN,CGEXP,RECULTREL,PC,A,2015,2.62,
FIN,CGEXP,RECULTREL,PC,A,2016,2.51,
DEU,CGEXP,DEF,PC,A,2007,7.18,
DEU,CGEXP,DEF,PC,A,2008,7.53,
DEU,CGEXP,DEF,PC,A,2009,7.73,
DEU,CGEXP,DEF,PC,A,2010,6.87,
DEU,CGEXP,DEF,PC,A,2011,7.63,
DEU,CGEXP,DEF,PC,A,2012,8.26,
DEU,CGEXP,DEF,PC,A,2013,8.24,
DEU,CGEXP,DEF,PC,A,2014,8.3,
DEU,CGEXP,DEF,PC,A,2015,8.35,
DEU,CGEXP,DEF,PC,A,2016,8.66,
DEU,CGEXP,HEALTH,PC,A,2007,1.43,
DEU,CGEXP,HEALTH,PC,A,2008,1.42,
DEU,CGEXP,HEALTH,PC,A,2009,1.43,
DEU,CGEXP,HEALTH,PC,A,2010,1.28,
DEU,CGEXP,HEALTH,PC,A,2011,1.41,
DEU,CGEXP,HEALTH,PC,A,2012,1.47,
DEU,CGEXP,HEALTH,PC,A,2013,1.56,
DEU,CGEXP,HEALTH,PC,A,2014,1.67,
DEU,CGEXP,HEALTH,PC,A,2015,1.69,
DEU,CGEXP,HEALTH,PC,A,2016,1.71,
DEU,CGEXP,HOUCOMM,PC,A,2007,1.71,
DEU,CGEXP,HOUCOMM,PC,A,2008,1.51,
DEU,CGEXP,HOUCOMM,PC,A,2009,1.12,
DEU,CGEXP,HOUCOMM,PC,A,2010,0.8,
DEU,CGEXP,HOUCOMM,PC,A,2011,0.7,
DEU,CGEXP,HOUCOMM,PC,A,2012,0.62,
DEU,CGEXP,HOUCOMM,PC,A,2013,0.56,
DEU,CGEXP,HOUCOMM,PC,A,2014,0.55,
DEU,CGEXP,HOUCOMM,PC,A,2015,0.56,
DEU,CGEXP,HOUCOMM,PC,A,2016,0.56,
DEU,CGEXP,PUBORD,PC,A,2007,1.02,
DEU,CGEXP,PUBORD,PC,A,2008,1.04,
DEU,CGEXP,PUBORD,PC,A,2009,1.03,
DEU,CGEXP,PUBORD,PC,A,2010,0.95,
DEU,CGEXP,PUBORD,PC,A,2011,1.11,
DEU,CGEXP,PUBORD,PC,A,2012,1.19,
DEU,CGEXP,PUBORD,PC,A,2013,1.27,
DEU,CGEXP,PUBORD,PC,A,2014,1.3,
DEU,CGEXP,PUBORD,PC,A,2015,1.31,
DEU,CGEXP,PUBORD,PC,A,2016,1.52,
HUN,CGEXP,GRALPUBSER,PC,A,2007,25.51,
HUN,CGEXP,GRALPUBSER,PC,A,2008,30.14,
HUN,CGEXP,GRALPUBSER,PC,A,2009,29.43,
HUN,CGEXP,GRALPUBSER,PC,A,2010,27.59,
HUN,CGEXP,GRALPUBSER,PC,A,2011,28.43,
HUN,CGEXP,GRALPUBSER,PC,A,2012,28.92,
HUN,CGEXP,GRALPUBSER,PC,A,2013,30.98,
HUN,CGEXP,GRALPUBSER,PC,A,2014,27.9,
HUN,CGEXP,GRALPUBSER,PC,A,2015,21.74,
HUN,CGEXP,GRALPUBSER,PC,A,2016,21.78,
ITA,CGEXP,GRALPUBSER,PC,A,2007,31.76,
ITA,CGEXP,GRALPUBSER,PC,A,2008,33.59,
ITA,CGEXP,GRALPUBSER,PC,A,2009,29.91,
ITA,CGEXP,GRALPUBSER,PC,A,2010,27.73,
ITA,CGEXP,GRALPUBSER,PC,A,2011,32.51,
ITA,CGEXP,GRALPUBSER,PC,A,2012,33.89,
ITA,CGEXP,GRALPUBSER,PC,A,2013,30.61,
ITA,CGEXP,GRALPUBSER,PC,A,2014,26.98,
ITA,CGEXP,GRALPUBSER,PC,A,2015,28.24,
ITA,CGEXP,GRALPUBSER,PC,A,2016,26.19,
LUX,CGEXP,GRALPUBSER,PC,A,2007,29.22,
LUX,CGEXP,GRALPUBSER,PC,A,2008,30.31,
LUX,CGEXP,GRALPUBSER,PC,A,2009,26.25,
LUX,CGEXP,GRALPUBSER,PC,A,2010,25.61,
LUX,CGEXP,GRALPUBSER,PC,A,2011,27.1,
LUX,CGEXP,GRALPUBSER,PC,A,2012,19.88,
LUX,CGEXP,GRALPUBSER,PC,A,2013,19.64,
LUX,CGEXP,GRALPUBSER,PC,A,2014,18.76,P
LUX,CGEXP,GRALPUBSER,PC,A,2015,18.9,P
LUX,CGEXP,GRALPUBSER,PC,A,2016,18.8,P
PRT,CGEXP,ENVPROT,PC,A,2007,0.37,
PRT,CGEXP,ENVPROT,PC,A,2008,0.41,
PRT,CGEXP,ENVPROT,PC,A,2009,0.26,
PRT,CGEXP,ENVPROT,PC,A,2010,0.26,
PRT,CGEXP,ENVPROT,PC,A,2011,0.27,
PRT,CGEXP,ENVPROT,PC,A,2012,0.18,
PRT,CGEXP,ENVPROT,PC,A,2013,0.25,
PRT,CGEXP,ENVPROT,PC,A,2014,0.22,E
PRT,CGEXP,ENVPROT,PC,A,2015,0.41,E
PRT,CGEXP,ENVPROT,PC,A,2016,0.38,E
SVK,CGEXP,SOCPROT,PC,A,2007,25.75,
SVK,CGEXP,SOCPROT,PC,A,2008,24.68,
SVK,CGEXP,SOCPROT,PC,A,2009,24.5,
SVK,CGEXP,SOCPROT,PC,A,2010,29.85,
SVK,CGEXP,SOCPROT,PC,A,2011,28.26,
SVK,CGEXP,SOCPROT,PC,A,2012,28.63,
SVK,CGEXP,SOCPROT,PC,A,2013,25.4,
SVK,CGEXP,SOCPROT,PC,A,2014,24.52,
SVK,CGEXP,SOCPROT,PC,A,2015,22.01,
SVK,CGEXP,SOCPROT,PC,A,2016,24.48,
ESP,CGEXP,EDU,PC,A,2007,0.82,
ESP,CGEXP,EDU,PC,A,2008,0.82,
ESP,CGEXP,EDU,PC,A,2009,0.74,
ESP,CGEXP,EDU,PC,A,2010,0.8,
ESP,CGEXP,EDU,PC,A,2011,0.8,
ESP,CGEXP,EDU,PC,A,2012,0.63,
ESP,CGEXP,EDU,PC,A,2013,0.65,
ESP,CGEXP,EDU,PC,A,2014,0.75,
ESP,CGEXP,EDU,PC,A,2015,0.75,
ESP,CGEXP,EDU,PC,A,2016,0.75,P
SWE,CGEXP,ENVPROT,PC,A,2007,0.51,
SWE,CGEXP,ENVPROT,PC,A,2008,0.48,
SWE,CGEXP,ENVPROT,PC,A,2009,0.49,
SWE,CGEXP,ENVPROT,PC,A,2010,0.44,
SWE,CGEXP,ENVPROT,PC,A,2011,0.44,
SWE,CGEXP,ENVPROT,PC,A,2012,0.48,
SWE,CGEXP,ENVPROT,PC,A,2013,0.46,
SWE,CGEXP,ENVPROT,PC,A,2014,0.43,
SWE,CGEXP,ENVPROT,PC,A,2015,0.47,
SWE,CGEXP,ENVPROT,PC,A,2016,0.51,
GBR,CGEXP,DEF,PC,A,2007,5.8,
GBR,CGEXP,DEF,PC,A,2008,5.81,
GBR,CGEXP,DEF,PC,A,2009,5.85,
GBR,CGEXP,DEF,PC,A,2010,5.83,
GBR,CGEXP,DEF,PC,A,2011,5.86,
GBR,CGEXP,DEF,PC,A,2012,5.55,
GBR,CGEXP,DEF,PC,A,2013,5.49,
GBR,CGEXP,DEF,PC,A,2014,5.34,
GBR,CGEXP,DEF,PC,A,2015,5.32,
GBR,CGEXP,DEF,PC,A,2016,5.18,
GBR,CGEXP,ENVPROT,PC,A,2007,1.18,
GBR,CGEXP,ENVPROT,PC,A,2008,0.93,
GBR,CGEXP,ENVPROT,PC,A,2009,1.1,
GBR,CGEXP,ENVPROT,PC,A,2010,1.08,
